grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
254,100975,삶의윤리학,Ethics of Life,,11013,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정지훈,정지훈,창조관-510,Changjo Hall (Graduate School)(008)-510,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
255,100975,삶의윤리학,Ethics of Life,,11023,교필,General Education Required Course,2,금(6 ~ 7),Fri(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강은아,강은아,상상관-620,Sangsang Hall(53)-620,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
256,100975,삶의윤리학,Ethics of Life,,11022,교필,General Education Required Course,2,금(3 ~ 4),Fri(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강은아,강은아,상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
257,100975,삶의윤리학,Ethics of Life,,11021,교필,General Education Required Course,2,금(1 ~ 2),Fri(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강은아,강은아,상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
258,100975,삶의윤리학,Ethics of Life,,11020,교필,General Education Required Course,2,금(8 ~ 9),Fri(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명동,조명동,상상관-703,Sangsang Hall(53)-703,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
259,100975,삶의윤리학,Ethics of Life,,11019,교필,General Education Required Course,2,금(6 ~ 7),Fri(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명동,조명동,상상관-703,Sangsang Hall(53)-703,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
260,100975,삶의윤리학,Ethics of Life,,11018,교필,General Education Required Course,2,금(3 ~ 4),Fri(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명동,조명동,미래관-202,Mirae Hall(060)-202,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
261,100975,삶의윤리학,Ethics of Life,외국인 전용 영어강좌,11001,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,우상권,우상권,다빈치관-217,Davinci Hall(039)-217,보기,Y,,"영어전용(M)   택1, 공통필수 윤리역량","Offered in English   택1, 공통필수 윤리역량"
262,100975,삶의윤리학,Ethics of Life,,11016,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정지훈,정지훈,다빈치관-423,Davinci Hall(039)-423,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
263,100975,삶의윤리학,Ethics of Life,,11005,교필,General Education Required Course,2,수(1 ~ 2),Wed(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김헌중,김헌중,상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
264,100975,삶의윤리학,Ethics of Life,,11004,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,우상권,우상권,다빈치관-104,Davinci Hall(039)-104,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
265,100975,삶의윤리학,Ethics of Life,,11028,교필,General Education Required Course,2,목(8 ~ 9),Thu(8 ~ 9),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,"Lee, Bong jae",창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
266,100975,삶의윤리학,Ethics of Life,,11006,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김헌중,김헌중,상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
267,100975,삶의윤리학,Ethics of Life,,11017,교필,General Education Required Course,2,금(1 ~ 2),Fri(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명동,조명동,미래관-202,Mirae Hall(060)-202,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
268,100975,삶의윤리학,Ethics of Life,,11015,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정지훈,정지훈,다빈치관-423,Davinci Hall(039)-423,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
269,100975,삶의윤리학,Ethics of Life,,11014,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정지훈,정지훈,창조관-510,Changjo Hall (Graduate School)(008)-510,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
270,100977,인간과공동체,Humans and Community,,11001,교필,General Education Required Course,2,화(1 ~ 2),Tue(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성은,"Kim, Sung Eun",상상관-712,Sangsang Hall(53)-712,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
271,100977,인간과공동체,Humans and Community,,11004,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성은,"Kim, Sung Eun",상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
272,100977,인간과공동체,Humans and Community,,11003,교필,General Education Required Course,2,수(1 ~ 2),Wed(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성은,"Kim, Sung Eun",상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
273,100977,인간과공동체,Humans and Community,,11002,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성은,"Kim, Sung Eun",상상관-712,Sangsang Hall(53)-712,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
274,100978,창의적사고,Creative Thinking,,11007,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박상준,Park Sang Jun,다빈치관-220,Davinci Hall(039)-220,보기,N,,공통필수,공통필수
275,100978,창의적사고,Creative Thinking,,11008,교필,General Education Required Course,2,목(3 ~ 4),Thu(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안은희,An eun hui,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
276,100978,창의적사고,Creative Thinking,,11009,교필,General Education Required Course,2,목(6 ~ 7),Thu(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안은희,An eun hui,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
277,100978,창의적사고,Creative Thinking,,11006,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박상준,Park Sang Jun,다빈치관-220,Davinci Hall(039)-220,보기,N,,공통필수,공통필수
278,100978,창의적사고,Creative Thinking,,11005,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박상준,Park Sang Jun,다빈치관-220,Davinci Hall(039)-220,보기,N,,공통필수,공통필수
279,100978,창의적사고,Creative Thinking,,11026,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,황연주,황연주,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
280,100978,창의적사고,Creative Thinking,,11025,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,황연주,황연주,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
281,100978,창의적사고,Creative Thinking,,11024,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김영범,김영범,학군단-305,R.O.T.C.(059)-305,보기,N,,공통필수,공통필수
282,100978,창의적사고,Creative Thinking,,11023,교필,General Education Required Course,2,수(1 ~ 2),Wed(1 ~ 2),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장봄,장봄,다빈치관-220,Davinci Hall(039)-220,보기,N,,공통필수,공통필수
283,100978,창의적사고,Creative Thinking,,11022,교필,General Education Required Course,2,수(1 ~ 2),Wed(1 ~ 2),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,황연주,황연주,다빈치관-013,Davinci Hall(039)-013,보기,N,,공통필수,공통필수
284,100978,창의적사고,Creative Thinking,,11021,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유혜종,"Yoo, Hye Jong",다빈치관-105,Davinci Hall(039)-105,보기,N,,공통필수,공통필수
285,100978,창의적사고,Creative Thinking,,11020,교필,General Education Required Course,2,화(5 ~ 6),Tue(5 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유혜종,"Yoo, Hye Jong",상상관-624,Sangsang Hall(53)-624,보기,N,,공통필수,공통필수
286,100978,창의적사고,Creative Thinking,,11019,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박준영,"Park, Joon Young",다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
287,100978,창의적사고,Creative Thinking,,11018,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박준영,"Park, Joon Young",다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
288,100978,창의적사고,Creative Thinking,외국인 전용 영어강좌,11001,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유혜종,"Yoo, Hye Jong",상상관-712,Sangsang Hall(53)-712,보기,Y,,영어전용(M)   공통필수,Offered in English   공통필수
289,100978,창의적사고,Creative Thinking,,11003,교필,General Education Required Course,2,금(6 ~ 7),Fri(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김정민,김정민,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
290,100978,창의적사고,Creative Thinking,,11002,교필,General Education Required Course,2,금(3 ~ 4),Fri(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김정민,김정민,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
291,100978,창의적사고,Creative Thinking,,11017,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박준영,"Park, Joon Young",다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
292,100978,창의적사고,Creative Thinking,,11016,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이진실,이진실,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,공통필수,공통필수
293,100978,창의적사고,Creative Thinking,,11015,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이진실,이진실,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,공통필수,공통필수
294,100978,창의적사고,Creative Thinking,,11014,교필,General Education Required Course,2,화(1 ~ 2),Tue(1 ~ 2),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이진실,이진실,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,공통필수,공통필수
295,100978,창의적사고,Creative Thinking,,11013,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소연,김소연,다빈치관-219,Davinci Hall(039)-219,보기,N,,공통필수,공통필수
296,100978,창의적사고,Creative Thinking,,11012,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소연,김소연,다빈치관-219,Davinci Hall(039)-219,보기,N,,공통필수,공통필수
297,100978,창의적사고,Creative Thinking,,11010,교필,General Education Required Course,2,목(8 ~ 9),Thu(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안은희,An eun hui,다산관-330,Dasan Hall(002)-330,보기,N,,공통필수,공통필수
298,100978,창의적사고,Creative Thinking,,11027,교필,General Education Required Course,2,수(5 ~ 6),Wed(5 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김영범,김영범,학군단-305,R.O.T.C.(059)-305,보기,N,,공통필수,공통필수
299,100978,창의적사고,Creative Thinking,,11028,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장봄,장봄,상상관-712,Sangsang Hall(53)-712,보기,N,,공통필수,공통필수
300,100978,창의적사고,Creative Thinking,,11011,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김소연,김소연,다빈치관-219,Davinci Hall(039)-219,보기,N,,공통필수,공통필수
301,100978,창의적사고,Creative Thinking,,11030,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김영범,김영범,다빈치관-220,Davinci Hall(039)-220,보기,N,,공통필수,공통필수
302,100978,창의적사고,Creative Thinking,,11029,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장봄,장봄,상상관-624,Sangsang Hall(53)-624,보기,N,,공통필수,공통필수
303,100980,기초회화,Basic painting,,31001,교선,General Education Elective,2,금(2 ~ 4),Fri(2 ~ 4),25,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,임선구,임선구,다빈치관-405,Davinci Hall(039)-405,보기,N,,,
304,100982,통계패키지활용자료분석,Data Analysis with Statistical Package,,31001,교선,General Education Elective,3,목(5 ~ 7),Thu(5 ~ 7),36,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,"김태수, 김성기","KIM, TAE SOO",아름관-402,Areum Hall(054)-402,보기,N,,,
305,100984,현대물리학의이해,Introduction to Modern Physics,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김철,"Kim, Chul",상상관-703,Sangsang Hall(53)-703,보기,N,,,
306,100986,문명과철학,Civilization and Philosophy,,31001,교선,General Education Elective,3,목(5 ~ 7),Thu(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고병권,고병권,상상관-624,Sangsang Hall(53)-624,보기,N,,,
307,100987,실전한국사,Practice of Korean History,,31001,교선,General Education Elective,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김정신,김정신,상상관-817,Sangsang Hall(53)-817,보기,N,,,
308,100988,한국고중세사산책,Understanding of Ancient-Middle Ages Korean History,,31001,교선,General Education Elective,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이정훈,이정훈,창학관-113,Changhak Hall(003)-113,보기,N,,,
309,100989,세계지역사특강,Topics in Regional Studies,,31001,교선,General Education Elective,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김지혜,김지혜,다빈치관-218,Davinci Hall(039)-218,보기,N,,,
310,100990,갈등과분쟁의세계사,Conflicts and Wars in History,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민석,안민석,상상관-713,Sangsang Hall(53)-713,보기,N,,,
311,100991,영화와세계사,Film and World History,,31001,교선,General Education Elective,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박용진,박용진,상상관-817,Sangsang Hall(53)-817,보기,N,,,
312,100996,문화와정신분석,Culture and Psychoanalysis,,31001,교선,General Education Elective,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최진석,CHOI Jin Seok,다빈치관-218,Davinci Hall(039)-218,보기,N,,,
313,100997,성.사랑.결혼,"Sexuality, Love and Marriage",,31001,교선,General Education Elective,3,월(4 ~ 6),Mon(4 ~ 6),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장재숙,장재숙,다빈치관-217,Davinci Hall(039)-217,보기,N,,,
314,100998,대중음악의이해,Understanding of Popular Music,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,양재영,양재영,창학관-113,Changhak Hall(003)-113,보기,N,,,
315,101006,암호의수학적기초,Mathematical Foundations of Cryptography,,31001,교선,General Education Elective,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박윤경,"Park, Yoon Kyung",미래관-202,Mirae Hall(060)-202,보기,N,,,
316,101008,철학적책읽기,Philosophicaly,,31001,교선,General Education Elective,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고병권,고병권,상상관-817,Sangsang Hall(53)-817,보기,N,,,
317,101014,인권의이해,Understanding Human Rights,,31001,교선,General Education Elective,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성윤,Sung-Yoon Kim,다빈치관-218,Davinci Hall(039)-218,보기,N,,,
318,101015,금융의이해,Understanding Finance,,31001,교선,General Education Elective,3,금(5 ~ 7),Fri(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손종억,Jongeok Son,창학관-113,Changhak Hall(003)-113,보기,N,,,
319,101018,과학기술과문명,"Science, Technology, and Civilization",,31003,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최형섭,"Choi, Hyungsub",상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제2영역","택1, 제2영역"
320,101018,과학기술과문명,"Science, Technology, and Civilization",,31004,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강기천,강기천,다빈치관-219,Davinci Hall(039)-219,보기,N,,"택1, 제2영역","택1, 제2영역"
321,101018,과학기술과문명,"Science, Technology, and Civilization",,31002,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고원태,고원태,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제2영역","택1, 제2영역"
322,101018,과학기술과문명,"Science, Technology, and Civilization",,31001,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고원태,고원태,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제2영역","택1, 제2영역"
323,101018,과학기술과문명,"Science, Technology, and Civilization",,31005,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오승현,오승현,다빈치관-103,Davinci Hall(039)-103,보기,N,,"택1, 제2영역","택1, 제2영역"
324,101018,과학기술과문명,"Science, Technology, and Civilization",,31006,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강기천,강기천,창학관-113,Changhak Hall(003)-113,보기,N,,"택1, 제2영역","택1, 제2영역"
325,101018,과학기술과문명,"Science, Technology, and Civilization",,31007,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오승현,오승현,다빈치관-423,Davinci Hall(039)-423,보기,N,,"택1, 제2영역","택1, 제2영역"
326,101019,과학기술과사회,"Science, Technology, and Society",,31003,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김명심,김명심,상상관-703,Sangsang Hall(53)-703,보기,N,,"택1, 제3영역","택1, 제3영역"
327,101019,과학기술과사회,"Science, Technology, and Society",,31009,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이광석,"Lee, Kwang Suk",다빈치관-218,Davinci Hall(039)-218,보기,N,,"택1, 제3영역","택1, 제3영역"
328,101019,과학기술과사회,"Science, Technology, and Society",,31002,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김명심,김명심,다빈치관-218,Davinci Hall(039)-218,보기,N,,"택1, 제3영역","택1, 제3영역"
329,101019,과학기술과사회,"Science, Technology, and Society",,31007,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김연철,Yeunchul Kim,다빈치관-106,Davinci Hall(039)-106,보기,N,,"택1, 제3영역","택1, 제3영역"
330,101019,과학기술과사회,"Science, Technology, and Society",,31008,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김연철,Yeunchul Kim,다빈치관-106,Davinci Hall(039)-106,보기,N,,"택1, 제3영역","택1, 제3영역"
331,101019,과학기술과사회,"Science, Technology, and Society",,31004,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이광석,"Lee, Kwang Suk",다빈치관-207,Davinci Hall(039)-207,보기,N,,"택1, 제3영역","택1, 제3영역"
332,101019,과학기술과사회,"Science, Technology, and Society",,31005,교필,General Education Required Course,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김희윤,김희윤,다산관-330,Dasan Hall(002)-330,보기,N,,"택1, 제3영역","택1, 제3영역"
333,101019,과학기술과사회,"Science, Technology, and Society",,31001,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김명심,김명심,청운관(북관)-019,Chungwoon Hall(006A)-019,보기,N,,"택1, 제3영역","택1, 제3영역"
334,101019,과학기술과사회,"Science, Technology, and Society",,31006,교필,General Education Required Course,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김희윤,김희윤,다빈치관-103,Davinci Hall(039)-103,보기,N,,"택1, 제3영역","택1, 제3영역"
335,101037,Computational Thinking,Computational Thinking,,11001,교선,General Education Elective,2,월(2 ~ 3),Mon(2 ~ 3),100,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김진대,Jindae Kim,상상관-108,Sangsang Hall(53)-108,보기,N,,일반+사이버(70%미만)강좌,
336,101048,미술치료,Art Therapy,,31001,교선,General Education Elective,2,목(3 ~ 4),Thu(3 ~ 4),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이경진,이경진,다빈치관-423,Davinci Hall(039)-423,보기,N,,,
337,101049,SeoulTech 혜윰강좌,SeoulTech Heyum Course,인공지능,31001,교선,General Education Elective,1,화(5 ~ 6A),Tue(5 ~ 6A),500,교양대학,College of Liberal Arts,인공지능응용학과,Department of Applied Artificial Intelligence,박종열,Jongyoul Park,100주년기념관-101,The 100th Memorial Hall(051)-101,보기,N,,특강세미나,Special lecture Seminar
338,101066,일반물리학(1),General Physics(1),외국인 전용 영어강좌,11001,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박명훈,Park Myeonghun,상상관-624,Sangsang Hall(53)-624,보기,Y,,영어전용(M)   전공기초교양,Offered in English   전공기초교양
339,101066,일반물리학(1),General Physics(1),,11002,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이상학,이상학,다빈치관-107,Davinci Hall(039)-107,보기,N,,전공기초교양,전공기초교양
340,101066,일반물리학(1),General Physics(1),,11003,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이재환,이재환,다빈치관-206,Davinci Hall(039)-206,보기,N,,전공기초교양,전공기초교양
341,101068,일반물리학(2),General Physics(2),외국인 전용 영어강좌,11001,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오명주,오명주,다빈치관-209,Davinci Hall(039)-209,보기,Y,,영어전용(M)   전공기초교양,Offered in English   전공기초교양
342,101069,일반물리학실험(2),General Physics Experiment(2),,11031,교필,General Education Required Course,1,수(8 ~ 9),Wed(8 ~ 9),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이재환,이재환,,,보기,N,,전공기초교양,전공기초교양
343,101069,일반물리학실험(2),General Physics Experiment(2),,11025,교필,General Education Required Course,1,수(3 ~ 4),Wed(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김철,"Kim, Chul",,,보기,N,,전공기초교양,전공기초교양
344,101069,일반물리학실험(2),General Physics Experiment(2),,11026,교필,General Education Required Course,1,수(3 ~ 4),Wed(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정창근,정창근,,,보기,N,,전공기초교양,전공기초교양
345,101069,일반물리학실험(2),General Physics Experiment(2),,11027,교필,General Education Required Course,1,수(3 ~ 4),Wed(3 ~ 4),27,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최일수,최일수,,,보기,N,,전공기초교양,전공기초교양
